SubjectID,MeanTestScore
0685c8001a43b03e0a155e1afa0c7bec2f4e82d24f7ce4843b25a441c45dd335,0.9565215
07445b2803cfbba249af9f27deaabc1c2aa5fd49745cd11637d45d1e8f939c2b,0.0
080e819b7f2ec7fdf5df10abc0092a6ae39db49584244ea555a9ce18c8d57c53,0.2
091dc109aa58c7a670f4b61bc23df548fec73c05c7582dfb7c51f3a925d3618f,0.8733579655172412
0973288c77f97c9245c444f90526bc6137bc40b48200197fd5bb6134f618f165,0.74572175
098d08de95d38eeec0842ad11e1e98d03c5afff456588f8ec0e9b2842aae39a3,0.42999999999999994
0ff8e00eabc873cbfaa0832c3aa0e4a4b03e6f72593a71ecf7e5b2e4d0c82e06,0.8255952666666667
109c6e9ad83923fec425f5948621a620bad8efb25d507dbead8bcfa627bc55e6,0.7354497777777778
125ae2e6409e498cf96017e4f7168a1612ea2f181a0ea99530cfafb7b3a64807,0.2566844705882353
13b34a353ac9ea6554f0bfc998b55f394ed800dfc03b32dc37d311d2551a5749,0.13947740677966103
155464e7a35faffd6b3b4f2e6b757098204e8a24221641b58ee8156acfd2e1fc,0.5251552
1e07cd29e230f3661645dcb909fda7759b80e0adf98716a5b82e22aa93a8223c,0.0
1fa47ac7759a6ce7a6345af6515630bf1b0493c63c56c65ec1867dd8e850486c,0.8913044999999999
22d436278c2d2678362e2b3102b5bfa9227eecad30f599801b730e0cc7acd1c6,0.6744505384615385
23d73ca299f02110f10fe0b18902fd2ea5ad124d3a061f110083353b3899c369,0.4138888888888889
23e416c6f9deb987ac8f8f136e8551133ba63c734122e2f82eaeec72b03bad9e,0.35602675
275839578ec60b5084d5e18fccb01310e9f1b78293cad00bec043945e0f3e629,0.8372430714285714
2a9dda5adde456cb4c1ec3735fde1d4591c3b0780ef3d82b8c7fed613382e82f,0.6666667058823529
2b2ac07813fde25641019289246d80a85054b31d93cd9dd4d8f4a3e717a017e1,1.0
2f002333e3ee078069a370adede771895a413b747a8039cfe1f8b6d5f579fcc5,0.22630303333333332
322817f4854f2f71b85db9d2e7c04e4a44c91ea866c689f277a658abc7d22b12,0.6785165882352941
33d11b837cec96010145671e6661210fd68f3004627f8929038256ca7a8d8ebf,0.33734254545454545
345dad5114b3cd453211fb2463b2677b927fb8bed5528f041e0451dfd0f2dca2,0.2822777153846154
349cf265b30475874348c4e1b4520dc39d2668fe73f446cde11ed834aef06f6d,0.5978836666666667
351cff49ce968bd6bb542470c3004131a5042932b5f2cb0e7ea8492770b77485,0.4
3c6c8b8647f1b51ec51557e9916c655923e73b1b0b8de099f40db81460e78611,1.0
3d85bc081b5cbae4e23792cd67c1c0fd9af811e86418a20d777c3fbe812ba910,0.7545455999999999
4082ac64b81101cbebcabd3b8b597bf7966896898674d507e118e3c0367ac800,0.0
40c1d250c97702986524dae1c4014dbac4abddab4fbfd395737f4e2fe64a247d,0.561137
4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,0.3863638333333333
438f91a3a02080977006d5b4ee2c29f6e0d0b58e848dc92712f3982a1449f481,0.4166666666666667
445c2ca905d33514cd3757e1141d0239349ca6678c20cd5eedab38fbe2fd36f9,0.0
453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,0.42
4557b3c2bc31d36048e3c48befc7212d35b7d0d885d3d1f102c9060238b5090a,0.22028986666666667
48002b47ecdcaeb4828400130c7d77959319f9ae612dfbd03a91f7422c093ac7,0.4342857142857143
