SubjectID,TestPassRate
10032,0.882353
10056,1.0
10058,1.0
10119,0.519231
10120,0.0
10121,0.25
10123,1.0
10124,0.866667
10126,1.0
10127,1.0
10132,1.0
10133,0.0
10222,0.307692
10231,0.85
10232,1.0
10453,0.0
10454,0.625
10457,1.0
10460,0.0
10657,0.714286
10939,0.0
723,0.0
