SubjectID,RED
10032,0.05
10056,0.608396
10058,0.25
10119,0.102273
10120,0.611111
10121,0.384472
10123,0.25
10124,0.191176
10126,0.595238
10127,0.357143
10129,0.0
10132,0.643939
10133,0.68125
10222,0.055556
10231,0.305978
10232,0.64
10233,0.888889
10453,0.284188
10454,0.242424
10455,0.871296
10457,0.283333
10649,0.5
10657,0.50484
10658,0.689815
10938,0.5
10939,0.48125
11714,0.0
723,0.0
