SubjectID,MinutesFromGlobalFirstCompile
0031cf6ea10d6eecb4c2920a81095b6beee8c7e3971c26d4f4bd4b1282784ed1,70011.173015873
01aa2a6fd77235caa3e9bd12fafd5ef45a2472853de504d55074bcf552e66172,23083.816666666666
02752e41c2313fb787d99ea8705e24198662552ed61813f3a255e5c3bc940e8a,67844.81666666667
02bffd079ea088c3392776f7c96cec552938973e57bd6720ca46de11f01650b7,19834.866666666665
0301161171c1cb936507368f8f85470c4d03ed1686e7c4bdad0049e8807d842a,73513.37
04443629da192d0ba811da39de13a0188ebc81f315b9778076c99b3d24c77ca8,74972.58409090909
04fd4acf7e3673e756a9eb641d6cc6dc76d4e3a450faf28bfd053a6da897dc43,21530.95
061efd55e22cee5cc61633dd3f82d6b83727307bc487bbfa252d101df45d5270,68637.69102564103
075b12bf003c3a146eeaca7b77488394ae317b4481bb19b94233eca62608acbe,71663.79666666668
07b6add08d4b48e6c0a30c66ecbed689f8e12535afec86dca220765fefb14cbb,125648.40416666667
07c6549980f522d8460e258b99937f6aa062b748ca6e63ebc987a32f69ca5002,102281.01666666666
0821bdbe0e9b45ef1248f3ce2d378754ad010e060c72eb5ac45a143f8d00d2d5,40483.89523809524
0ad9f193151b2b9ee24802793708005028088fd070d8baacea40222eee3eb0b0,64991.290625
0be2ffdd8177f008c2139719375404a02209ad6c1ecac70647eed46c97024824,72675.47962962963
0d89819dc405b1585ab3704393587e804ead36f6f767dcae3c728ff2ee99d4f2,60926.917424242434
0ed0c4cab57f5b1018a9f605ccd8092a9eb6f8c1c6f6b39b822dae5e782e19f1,72130.18333333333
0f3ee595209f6fb56079235002193d7edc45addc3e85975498e7b53fd20c12b0,65281.750000000015
102fdecfe7d37180ebf92ac9f22f8288157a924e33876b2f5775dfe5c42948a8,73862.66904761904
1068b352ab9997f9dea00edda33965685f72eab755fd8d250c6dd2f2f0fd0b8e,39109.99166666667
10bcdd8d8d0b12e9fef3271e873bf3940a60e8ae4825ea24a5157a5f4e796c6d,42358.01111111111
144f345b8427e56e5f0557ca67575f1458e51502e4cbad144a637a70fd389a9a,76288.9484126984
1493f647480bf7445d8942bef623217fd89160649e6d6e5c1e04bc7e75a428f4,62337.40666666666
14da2e46f92711a808b506b4678e5bf0e269f8f0f90f7890fef17ad4b33ace4c,31550.412962962964
16481dd59db8f29d609902af0f4d0e8fad02591bb8ec897478327e142ecd03ed,55033.07499999999
1681192784be6ea2a41de7f68e57e8b304c6dab4afa4eb766d61f02c052e8368,64977.46333333334
1694c76a84d2134aa72559d7a6ce62f4df7701a27a8a7582f6251f8216278b7a,76932.43425925926
16cd71bf550a1dfef691dc56d367e665783d44f89b66eb3b40c1214f612e9370,44770.94743589743
18c559c887705e917127890561acdc63bce8efb65f2144b422a5c0ed17cd5d5c,20126.835714285717
1955503c30105cc4a497caa259a72dc98402fde3f4140d32522e6ff78e3f7a91,92532.30333333333
1a068472e9ef841b24938b7df8b2ab02c2a8413a3d296b08cfa2bc850fb12416,51393.47352941177
1ae1a8fda39b0a08223b7c133df0544c6f5e0a426d6e94ec3cc750f789edcb35,72124.88333333333
1bc139a2fac5f3a4e9e8b5f1bf396a36f1265cb9eddc9861f6c6cb42c6339baf,28785.433333333334
1c54f448acb42f7f2b0f0366281c646cb361c9ba92649910f667174047d67c8c,65067.65448717949
1cf5a5b3a82d1a98fe9348a3f8218e48a822f8dfe648bc8a7618ce0ffe4bcfcc,2536.6666666666665
1d1e40d20015a710d88989d27cb0774eab546a1fcd6bf238e1e0b4ca6eeab91f,11183.933333333332
1d28d26265db37b86a417fe273dbdc1879d14550198ad32c4f915761b71792d3,42373.25
1d4756916e141e1deb229d2ee9be02e3a67ea00ce3e7bb40d430cc9c910828bd,45688.41282051282
1e4bd7a0b3b2a3fa26cac02e2092197da372fd0486a4358d5a50b3eda7e211ce,38652.97083333333
1eb9fcdd11ecf4f8e74678add97618060234094e6ccc3af8e164aa2e2afdae27,50759.6393939394
1f73494a9d3e90127d71b87566f97f9f8d30c8364f496bef12344c8ec5ab8f3b,61331.27592592593
1fa452f77d4cc771277af1649218b9dd0cefabd80eeaa7089b2ddc0271bf11ad,20306.466666666667
20aeb7444b8fb2fc3965e9f94b6ae672aedb47628869006ad7133d8292539df4,54721.34791666667
214374d7dfa69c12238ce40ee9956e6cf7f64f42987bdd13b61f9f4ecccbb777,59694.41666666667
21a2fcda27eefe657f7a6f6ce571825ebeef05d37649d80d94df664d56d4bea6,73101.05357142858
22b5ee8e9c2c51b9a5874eb8d88dbafd5166bf5087e7f892cab539a46a91a3c3,71085.29166666667
245868d239b98e047865fda6bcbab48d894815ccd86b9fcaa1d4c4464f7f6074,63600.55256410256
25427416f3fe7af754bd84c17195eb12c12b9d0276dc812d01d1acafca6556d2,66751.37101449275
258ae3ff6d02a707064097c05784e65f192789993f572af9d13f3351ffdc4835,68869.6641025641
264ed163a2453f3116dbe6d0ea8350601a15e87fa7126cb2ed258ad861dfdf09,46001.53333333333
2666e0c3baea210eb7be52ac56afc79903effbd3d42019d81d258f22be13912d,76310.65757575758
26f9a1a3989684676ee87f88abde54380ad94b34f58434608a87444e95692a93,68761.50757575758
277338aef3935c78fd88da4748374d6b952acd9b001610c54b8e860a279fd36b,69877.85166666667
2820584643c682e98bbf9913b3ae9042ab35b0c7156159e0be00997567928758,75073.41296296295
29f4e529e5dc43d14b0547e5bf7def4391de4995c0ab72d961375f95cc7e19f5,47852.28333333334
2a4923fa9ce5fa9f5676ad296d96b2efbfaf6c2f3ed102c27f2720619c055f56,39577.730952380945
2aa81636a0801032027619a430f7fd563d474f12c8a37e825f2cf4cf82c2513f,58015.55416666667
2b0d7973d3697e56354e470aa6862914b640f05eafa24b668c31111c18c24c29,64059.20416666666
2b765fe0ff8921ba8007f68a8f3114e5f9d156793b297666974d2cc8c459dbe9,29889.366666666665
2da9ccda2c92ca42dc54cb2ad6fb83f9e028e6be253719f0f1c025ccc1bb21e8,2695.6
2e8968dcf53d59483593d3a87e809c59f9fd26c7e08284408dda95862bd30040,30761.275
2e8d9d186f91de089dd9a3729ab9328a2d96e24da35fe01e64019625679d0665,28032.583333333336
2e91b513729cdcd7d048887ca2ce87c42fab4ad9e8d66a0c88fbdc4a3b51edda,22804.816666666666
2fa52f17e355a71d8724c99ee2c6f1c126114469b3a19721461fa721ad8252df,60013.13425925925
30a94e0783e821f384919825a0751de1b0786e4e4b1d94c7fa60bfc9e3f2c7e2,23093.683333333334
30aaf42fe4bf69cdb8c8a67bbe0cbf93744f8c9f1a57f32743f8d67a11280524,28214.333333333332
312c86b7d64e33005a33b923397b49b912f1a2b970cacafd174f898897644b77,73507.20000000001
31454a3f2104f511572f100b672c778d783f92826ac86c8de0dcd9336f3bc56a,70587.9
3150564d206ec136aa7a42329ea7329a3fc9ec58e6bbbee1e74184fa61f27b8d,47463.59555555555
32025281a83dcded7f2ed04216ab828bcc9a88f1d30a48a4c58d275c36d3a04f,15063.266666666668
327fb4cd88d86ea5aac6fe28ed8e4ac8bcd126fb1fcbbd819c453d84171b49a6,65392.149999999994
32b79cc616653b07490a0af1f23ddb5b48c51ceaf2e9f664c520f2830b479720,59325.607894736844
33ff5507d9f7e39c2cc9bf5c157d6b5e64c85c2e5e5c98fb4b71875cbf061c4f,83036.8380952381
346bb8476ab73eca6789340ad862094d5a23abcbb5038600dc869708f1402c78,41546.46111111111
3499935441b3acdcf94d2b0000a69a4121224cde064df888f08730b8a66776f3,50092.73333333333
352bc76fb1256b124c7797fc7866e2fa1d6f6da98c325ff3bc0b1f12687dc204,37113.70833333333
3557ff7d9f40e3e65f1344878275d557a3a6a9d1282d8799d9ab39710c8a9072,53895.94404761904
356af5c5923d2ab02d7ee3e4aa3868f438374c56442f922eac97f7cfb4bf6ffd,18395.016666666666
35b37f46015fb163a6bf29193439978211262163904916043de0ae69637fc1ed,1487.1
35c9cfa8428ff48fddbf3761aa3b4f0d4a5069bace0d65e56bbc889596bc7606,51343.11515151514
3613cc55e0e9ddc33d86c239eea978d9f20d9af727be3c76c949fb78d569b391,74872.875
370725ae2a89dc37220150a7591606a162c94a5c3c539bbc6f142f3017c27ab9,67435.14
37b5131818a0faa988d16fb2dce9bbd19bbe9683cf9256496b54f08aa9d477b6,44228.11111111112
38b4d34228d3973922e089338fd15b05c0b582ec4da268d26def6738fba99860,66167.72692307692
39a54fcafbc2cbdd0c20077deb0d376d69f58969d26da4998de424c0ba0fd375,53312.066666666666
39ff2abf6a5520e2e12bb525dc934f67267072726ed1d7f635abdcc7cf3db8b2,58850.72111111111
3a6e37dbe53b4b382157e5b9af490d2e0b73003471c91a70bce8af2e9d4e65b5,64535.269791666666
3c3fb94447d0bd2697f78ed72972fe044af9601c36a718e64eeadc35caabd7e3,70111.82583333334
3c4453ecbaae0742f7b8ddd9402541fca1019ee6412599fc2c42006617f84038,82039.5568627451
3cea3e7262d4c3076e2364bba5a70b3e981359b19387c8be420124d6dfd66d9d,91957.6712121212
3e8e29b5180606b4dfe452286e097fc245d472615349ad512add5168ea670705,65625.995
3ede51276f65fc40763a7f84d942897c848d70abe645cc8e5ff479373ac81b5d,64352.16180555555
3f808cfa068aade57075bb39b0f6e7adcfa88a37400182e8b43e9ba439f978a9,1434.5833333333333
3f9f1fa0b4d8e9642e54da2c910f37617641c607a0a13ef7599ed40d7f7f264d,19825.616666666665
403ab1eff9fca5700f9a9c8f2b35f56478a38742264b24d31dbdd5ccdb671220,66241.93484848485
43152c7414cc1ca8bd3abd1be1d5097558af18a6bfcd2d243ddcf48d46fcb250,74181.47291666667
43503573417aa0e0bdbe08d05f4dcf15c2f1bdf168b5b5db221a1cf0ffca89e0,77553.89166666668
4351549545d6249b8195db2e62dce32e0d68a58c80acec0344edfb3cc762dd25,13543.536666666667
4595c483530efddfd10e4fd24f3f6b25fd9f95f8b0d60f8d571516a402ef60e1,64916.864444444436
45bb8c0c5667ca4eb6721be0f27cd215873c856c0af23c6587e43561d16a2f7b,20198.5
460b7e8d162e05692c925232d9a2b12c8071a66cc9c332382c2dab9a3ed2789a,69427.81458333333
46674be57692052cb473af7ae11d7e4f137d9627bc31304dbe15cc291a7d3f04,9735.066666666668
46d471ff4ddf66791af111862176f49472c86368b28ae8254956c1bdec84f92e,32094.633333333335
471c04359337ba591dd699b5527635fc771256ea069656706fdf7fe4e5c9b29c,60658.31000000001
477a1d59e3d77303d48abce96d2dd27e2f930113d21c919a35acaf1ff7f4805b,43259.96
479ad6ae2d4d00f008545727b39ebe1dc599226167ae430c95f6e37652f15cae,69733.66587301588
47ce39382d43431bf0cca0fd5b68d70cab3209e11f52d9cb471d8c930b42eb46,59235.830769230764
485ed96fc1df9311d81a9a5622dc60c0f7c697c69fb71250318e1e7634e41398,67301.44126984126
4891f9997e4863361ca7748a973e880815c23302e1f7e8ec05d18e38cb2ea4de,12708.2
4954366c3a794c4683d2e16cabc666113e72cab7c0b3319fb0c08a6daef1554f,75614.93787878788
4984dacf63e12896431b4a1b271c380037ff9b23b8dfe33d788d2e09b24310f3,65436.60694444445
4ab2811be1a92b6c27847a702f0c5cf74dbf5feeec7a248871fb60b8154bc675,65305.75175438597
4b07d6eb08fad79b588294d3beeeff7e5023ac9a1c3a6b2e0b5e949222f42a64,67855.65066666667
4b08474d02481e6a2b2285fd46b80686039c8a270a8484197be426f0bfc1b9d6,61254.18333333333
4bc2804c71331a61bb32ea50848acbace7cca0f40d9dd68597393ec5ced8cdca,30275.433333333334
4bd2ed4b552bda40794d13b1c61bedda9c14d27a71c3f3d294f93a6b3d97baf7,54729.92619047619
4bfc2b911b83cdba728e550e8f41528032b2aac72f811a3553f96b8677c7f240,71333.95175438595
4c0cc592e44fd21e31022589641a737e13686ae6d77ec5c719dd002e68d58092,13844.025000000001
4d61d0c14adfa3d49fa52c96667f1222512150c9becf6a08e9817fd1130836ca,49455.39
4ddb5f293d14c2381a743a981c0c1348c382f1a268fe1d8072379ee307b099f0,19500.74761904762
4dff0b963422b9e21ced98336723c69c5eb097085f64ea144411ee6590494922,59321.68571428572
4e3c5d66bb39d8a441a86f020c074737bfa4c8b9789364caf16bd4bf91098453,88005.2
4ef4346d42e359ad5cd74c0d2a7a2bc98540f6698eaa6e0b71030d1f8bc45f91,74439.99687499998
4f344c790d84a35bac61bc003e80fe6280f4501b3f9c54820728a9f8ca34a66b,113929.71166666667
511e6dfa7a2db13d97047605b7f913192ef8f538f9c221bc87dc0393962ec017,61594.634375
5167a4f0408bd53ca9b668b2f11aa68b47ff819527bc84c449bdfb278c4c14df,74414.22037037037
519e38483b27284e515832391a75166bf7ea7c3bfc1da9018177125f5f7c1965,2651.9333333333334
5412a2eb65a5f83d3ca1b61a13f8d700f53c4028716b8acbe6f099a815a17b90,57329.19500000001
54a2b9067e8a4a197aae2e0da7561c1ec2d471282f99f3a622f10354b00f6e9e,52816.213541666664
556c45c852ff188f73a877a1a2e71441c7730f6debca08a5e0a1edaa72319ad8,72580.97756410256
55f6e96f03368fc68a755baa69e56305d52e663051808e40212eb7ee8179b24a,61080.2
56ad43f5779cdabebb5754cedd8a798223330155eb2c7e921a25b91c81362ba4,65049.3725490196
571df10735e43dfe717fd567a1018c32fedf98991e926efb4ecc41de815431a0,69484.39833333335
572630c404e3f0ecd8d2b1d06bea0692839b7e74d7c2c29c450fb567db8d8f70,19154.308333333334
57f87680ee956397ec8d0d5f3e6227ba147d82e32cbbf58a14b68cddc519d191,18284.383333333335
