k,inertia,silhouette
2,180.16811491562393,0.44436003776645233
3,122.2027002022706,0.40251996465261825
4,86.97257213765458,0.41730339213547357
5,61.75861484730458,0.40724845132009097
6,50.699688210103766,0.36506501054396834
7,41.06314064860036,0.3769462054167927
8,33.519335101961744,0.40524645005535315
