script,output,description,status,returncode,output_path,rows,columns,log_path,message
eq_Nowledgeable.py,ErrorQuotient_Nowledgeable.csv,Error Quotient calculé sur les erreurs de compilation,ok,0,C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\ErrorQuotient_Nowledgeable.csv,28,"SubjectID, ErrorQuotient",C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\logs\eq_Nowledgeable.log,CSV produit
max_unchanged_code_attempts_Nowledgeable.py,MaxUnchangedCodeAttempts_Nowledgeable.csv,Plus longue série de soumissions consécutives sans changement de code,ok,0,C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\MaxUnchangedCodeAttempts_Nowledgeable.csv,30,"SubjectID, MaxUnchangedCodeAttempts",C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\logs\max_unchanged_code_attempts_Nowledgeable.log,CSV produit
red_Nowledgeable.py,RED_Nowledgeable.csv,Repeated Error Density,ok,0,C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\RED_Nowledgeable.csv,28,"SubjectID, RED",C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\logs\red_Nowledgeable.log,CSV produit
score_progression_Nowledgeable.py,ScoreProgression_Nowledgeable.csv,Progression moyenne du score entre première et dernière tentative,ok,0,C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\ScoreProgression_Nowledgeable.csv,30,"SubjectID, ScoreProgression",C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\logs\score_progression_Nowledgeable.log,CSV produit
testratio_Nowledgeable.py,TestPassRate_Nowledgeable.csv,Ratio de cas de test réussis,ok,0,C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\TestPassRate_Nowledgeable.csv,22,"SubjectID, TestPassRate",C:\Users\chris\Desktop\Code\TracesPresenter\Traces_presenter\Jupyter\Chaine\csv\logs\testratio_Nowledgeable.log,CSV produit
